1960318809,1,1
701960269,2,1
1818535002,3,1
3654831865,4,3
1432694686,5,3
2206942870,6,3
1599228969,7,3
1854466345,8,3
2820343441,9,1
1278173899,10,3
926817204,11,1
445120178,12,3
1516138365,13,3
40513347,14,3
3420055406,15,3
2246144384,16,1
1119724472,17,1
3524657790,18,3
121686485,19,3
2848054358,20,1
2305423631,21,1
1750159576,22,1
1672370884,23,1
138642818,24,1
2961951648,25,1
2566525307,26,1
2491941052,27,1
3347042575,28,1
3832632706,29,4
1140365097,30,4
423749857,31,3
1205670254,32,3
2584557358,33,3
1905300709,34,3
2035368618,35,1
8103966,36,4
916983875,37,4
3169021900,38,4
1762108819,39,4
2172713790,40,4
1249883832,41,4
3537684184,42,2
3209662397,43,2
2541069340,44,3
1906599368,45,2
2568593035,46,3
12287830,47,4
1460553616,48,3
2541708641,49,3
3097071709,50,3
2237748518,51,3
3306029427,52,3
2333488240,53,3
2808813851,54,3
1076913689,55,3
2650759970,56,2
2980249631,57,1
1141513821,58,3
2255931022,59,3
2078730617,60,3
453149645,61,3
